target,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,inferred
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Fuc(a1-3)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Fuc(a1-3)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Fuc(a1-3)GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Fuc(a1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-6)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Fuc(a1-3)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Ailuropoda_melanoleuca,Ailuropoda,Ursidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)Glc-ol,Alcelaphus_buselaphus,Alcelaphus,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Alces_alces,Alces,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-4)Glc-ol,Alces_canadensis,Alces,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Alces_canadensis,Alces,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-?)GlcNAc(b1-3)[Gal(b1-?)GlcNAc6S(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-?)GlcNAc6S(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc6S(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-3)[Gal(b1-4)]GlcNAc6S(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
GalNAc(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc6S(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
GlcNAc6S(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-3)[Gal(b1-4)]Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcOP-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal3S(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal6S(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Gal(b1-?)GlcNAc6S(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-3)[GlcNAc6S(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc6S(b1-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[GlcNAc6S(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc6S(b1-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc6S(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-3)[Gal(b1-?)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[Gal(b1-?)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-3)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Allochrocebus_lhoesti,Allochrocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Alouatta_palliata,Alouatta,Atelidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Alouatta_palliata,Alouatta,Atelidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Alouatta_palliata,Alouatta,Atelidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Antidorcas_marsupialis,Antidorcas,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-4)Glc-ol,Antilocapra_americana,Antilocapra,Antilocapridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Antilocapra_americana,Antilocapra,Antilocapridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Balaena_mysticetus,Balaena,Balaenidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_acutorostrata,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_borealis,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Balaenoptera_borealis,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Balaenoptera_borealis,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Balaenoptera_borealis,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_borealis,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)Glc-ol,Balaenoptera_borealis,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
